Kode_Item,Nama_Item,Kode_Transaksi,qty,harga,sub_total
OBT00746,Obat Temporibus,TRX000160,2,63745,127490
OBT00825,Obat Labore,TRX000160,3,121019,363057
OBT01702,Obat Officiis,TRX000161,3,138472,415416
OBT01691,Obat Temporibus,TRX000161,2,59850,119700
OBT00740,Obat Quo,TRX000161,1,117884,117884
OBT01042,Obat Est,TRX000161,1,5546,5546
OBT01151,Obat Sint,TRX000161,2,85424,170848
OBT00421,Obat Qui,TRX000162,1,60408,60408
OBT01902,Obat Laudantium,TRX000162,2,106159,212318
OBT00708,Obat Molestiae,TRX000162,1,168012,168012
OBT00759,Obat Magni,TRX000162,3,32300,96900
OBT01584,Obat Dolorem,TRX000163,3,47540,142620
OBT01422,Obat Atque,TRX000163,3,116101,348303
OBT01088,Obat Hic,TRX000164,2,190390,380780
OBT00334,Obat Voluptatibus,TRX000164,2,177338,354676
OBT01793,Obat Corrupti,TRX000164,1,184185,184185
OBT00053,Obat Quasi,TRX000164,3,33000,99000
OBT00171,Obat Earum,TRX000164,3,130400,391200
OBT00137,Obat At,TRX000165,1,148583,148583
OBT00317,Obat Nesciunt,TRX000165,2,135865,271730
OBT01944,Obat Commodi,TRX000166,3,184525,553575
OBT01285,Obat Natus,TRX000166,2,6121,12242
OBT00997,Obat Magni,TRX000167,1,191423,191423
OBT01681,Obat Officia,TRX000167,2,43945,87890
OBT00410,Obat Officiis,TRX000167,3,6521,19563
OBT01639,Obat Magnam,TRX000167,2,73626,147252
OBT00232,Obat Sequi,TRX000167,2,59160,118320
OBT00311,Obat Exercitationem,TRX000168,2,42170,84340
OBT01074,Obat Facere,TRX000169,3,112381,337143
OBT00355,Obat Numquam,TRX000170,2,190867,381734
OBT01287,Obat Officia,TRX000170,2,181345,362690
OBT01037,Obat Repellendus,TRX000170,2,79313,158626
OBT01980,Obat Quis,TRX000170,1,118266,118266
OBT01979,Obat Incidunt,TRX000171,2,197215,394430
OBT01347,Obat Quidem,TRX000171,3,108831,326493
OBT00967,Obat Vero,TRX000171,2,21303,42606
OBT00054,Obat Tempora,TRX000172,3,50915,152745
OBT00998,Obat Beatae,TRX000172,2,124986,249972
OBT01671,Obat Vero,TRX000172,1,162168,162168
OBT01536,Obat Ratione,TRX000173,1,175840,175840
OBT00306,Obat Itaque,TRX000173,2,28500,57000
OBT01164,Obat Tenetur,TRX000173,2,30885,61770
OBT00610,Obat Doloribus,TRX000173,3,126484,379452
OBT01827,Obat Temporibus,TRX000173,2,194401,388802
OBT00960,Obat Eveniet,TRX000174,1,30686,30686
OBT00244,Obat Reprehenderit,TRX000174,2,81072,162144
OBT00406,Obat Ducimus,TRX000174,3,169719,509157
OBT00705,Obat Quis,TRX000174,3,99438,298314
OBT00186,Obat Dolorem,TRX000174,2,103912,207824
OBT01837,Obat Repellendus,TRX000175,2,119997,239994
OBT00970,Obat Ab,TRX000175,3,129846,389538
OBT01075,Obat Quisquam,TRX000175,1,106511,106511
OBT00621,Obat Sapiente,TRX000175,2,132152,264304
OBT01431,Obat Ipsam,TRX000176,1,168917,168917
OBT00819,Obat Voluptates,TRX000176,1,112297,112297
OBT00781,Obat Iure,TRX000176,2,190640,381280
OBT00492,Obat Minima,TRX000176,1,170035,170035
OBT01169,Obat Ullam,TRX000176,3,72615,217845
OBT00499,Obat Ipsum,TRX000177,2,25757,51514
OBT01795,Obat Sed,TRX000177,3,54975,164925
OBT01775,Obat Nesciunt,TRX000177,3,148301,444903
OBT00964,Obat Alias,TRX000178,1,113017,113017
OBT00771,Obat Explicabo,TRX000178,1,137987,137987
OBT01631,Obat Eveniet,TRX000178,3,50687,152061
OBT00544,Obat Vero,TRX000178,3,87299,261897
OBT01959,Obat Asperiores,TRX000178,2,125639,251278
OBT01458,Obat Nemo,TRX000179,3,37722,113166
OBT00703,Obat Ad,TRX000179,2,176049,352098
OBT01290,Obat Soluta,TRX000179,2,150697,301394
OBT00745,Obat Facilis,TRX000179,1,152320,152320
OBT00885,Obat Molestias,TRX000179,2,107234,214468
OBT01928,Obat Beatae,TRX000180,3,59127,177381
OBT01406,Obat Voluptas,TRX000180,3,17311,51933
OBT01009,Obat Quidem,TRX000181,1,46114,46114
OBT00120,Obat Quia,TRX000181,2,133894,267788
OBT00836,Obat Quae,TRX000181,3,118789,356367
OBT01730,Obat Qui,TRX000181,2,62303,124606
OBT00231,Obat Tempore,TRX000182,1,118064,118064
OBT01720,Obat Omnis,TRX000182,1,172275,172275
OBT01810,Obat Atque,TRX000182,1,176785,176785
OBT01240,Obat Officia,TRX000182,1,158395,158395
OBT01237,Obat Laboriosam,TRX000183,2,97122,194244
OBT01178,Obat Assumenda,TRX000183,2,134231,268462
OBT01788,Obat Deserunt,TRX000184,3,56549,169647
OBT01654,Obat Aliquam,TRX000184,1,178253,178253
OBT00802,Obat Pariatur,TRX000184,2,49895,99790
OBT01052,Obat Suscipit,TRX000184,1,153311,153311
OBT00512,Obat Quibusdam,TRX000184,3,149439,448317
OBT00218,Obat In,TRX000185,3,123936,371808
OBT01709,Obat Eligendi,TRX000186,3,191774,575322
OBT01404,Obat Saepe,TRX000186,1,194063,194063
OBT00298,Obat Nemo,TRX000186,2,52021,104042
OBT00844,Obat Possimus,TRX000187,3,20154,60462
OBT00583,Obat Dolores,TRX000187,2,181633,363266
OBT01921,Obat Similique,TRX000188,2,38852,77704
OBT01566,Obat Mollitia,TRX000188,3,22931,68793
OBT00062,Obat Dolorem,TRX000189,3,133544,400632
OBT01024,Obat Impedit,TRX000189,1,102377,102377
OBT00520,Obat Enim,TRX000189,2,29768,59536
OBT00435,Obat Officiis,TRX000189,1,51664,51664
OBT00140,Obat Impedit,TRX000190,2,123819,247638
OBT00567,Obat Beatae,TRX000190,3,8487,25461
OBT00285,Obat Omnis,TRX000190,1,6405,6405
OBT01924,Obat Molestias,TRX000190,3,130370,391110
OBT01205,Obat Nesciunt,TRX000190,3,84852,254556
OBT01254,Obat Tenetur,TRX000191,1,41608,41608
OBT01770,Obat Quo,TRX000191,3,99134,297402
OBT00181,Obat Voluptatibus,TRX000191,3,27124,81372
OBT00871,Obat Facere,TRX000192,1,168672,168672
OBT00367,Obat Magni,TRX000192,1,79479,79479
OBT01741,Obat Veritatis,TRX000192,3,27027,81081
OBT00148,Obat Est,TRX000193,3,121235,363705
OBT01599,Obat Nisi,TRX000193,3,131024,393072
OBT00267,Obat Dolorum,TRX000194,2,115963,231926
OBT01608,Obat Velit,TRX000194,3,100110,300330
OBT01678,Obat Molestiae,TRX000195,3,54571,163713
OBT00876,Obat Natus,TRX000195,3,95505,286515
OBT00596,Obat Magni,TRX000195,3,54341,163023
OBT00283,Obat Unde,TRX000195,3,191008,573024
OBT01418,Obat Illum,TRX000196,3,11651,34953
OBT00094,Obat Suscipit,TRX000196,1,172496,172496
OBT01140,Obat Sint,TRX000196,3,28861,86583
OBT00101,Obat Magnam,TRX000196,3,120973,362919
OBT01798,Obat Alias,TRX000196,3,41140,123420
OBT01241,Obat Modi,TRX000197,2,138779,277558
OBT01979,Obat Incidunt,TRX000197,2,197215,394430
OBT00457,Obat Sit,TRX000197,1,99121,99121
OBT00630,Obat Eaque,TRX000197,3,107690,323070
OBT01343,Obat Similique,TRX000197,1,59810,59810
OBT00594,Obat Ratione,TRX000198,3,9164,27492
OBT01411,Obat Soluta,TRX000198,3,87900,263700
OBT00944,Obat Magnam,TRX000198,1,192394,192394
OBT01227,Obat Laudantium,TRX000198,3,176195,528585
OBT00037,Obat Sed,TRX000198,3,142693,428079
OBT01103,Obat Eos,TRX000199,2,156219,312438
OBT00687,Obat Cupiditate,TRX000199,3,138073,414219
OBT00443,Obat Possimus,TRX000199,1,110485,110485
OBT01495,Obat Dolore,TRX000200,3,167584,502752
OBT00894,Obat Architecto,TRX000200,1,29332,29332
OBT00817,Obat Voluptates,TRX000201,3,117413,352239
OBT00579,Obat Debitis,TRX000201,2,167135,334270
OBT00463,Obat Quibusdam,TRX000201,1,133351,133351
OBT00866,Obat Hic,TRX000201,2,110889,221778
OBT01137,Obat Quas,TRX000201,3,88199,264597
OBT01003,Obat Est,TRX000202,2,35948,71896
OBT01101,Obat Dolore,TRX000203,2,167189,334378
OBT01216,Obat Tenetur,TRX000203,3,49089,147267
OBT01423,Obat Doloremque,TRX000203,1,24514,24514
OBT00049,Obat Assumenda,TRX000204,1,66849,66849
OBT01458,Obat Nemo,TRX000204,2,37722,75444
OBT00137,Obat At,TRX000204,2,148583,297166
OBT00637,Obat Placeat,TRX000204,1,118190,118190
OBT00485,Obat Harum,TRX000205,2,63780,127560
OBT00246,Obat Quod,TRX000205,3,66731,200193
OBT01922,Obat Provident,TRX000205,2,145627,291254
OBT00353,Obat Ab,TRX000206,2,120741,241482
OBT00251,Obat Neque,TRX000206,3,157804,473412
OBT00645,Obat Modi,TRX000206,1,81224,81224
OBT00432,Obat Quis,TRX000207,2,29261,58522
OBT01313,Obat Reiciendis,TRX000208,1,7210,7210
OBT01152,Obat A,TRX000208,1,111765,111765
OBT01913,Obat Occaecati,TRX000208,1,140929,140929
OBT00789,Obat Necessitatibus,TRX000208,2,100351,200702
OBT00686,Obat Sunt,TRX000208,2,65844,131688
OBT00896,Obat Odio,TRX000209,3,149647,448941
OBT01418,Obat Illum,TRX000210,3,11651,34953
OBT01489,Obat Distinctio,TRX000210,3,168579,505737
OBT01480,Obat Ullam,TRX000210,2,82310,164620
OBT01739,Obat Dignissimos,TRX000210,1,27219,27219
OBT00217,Obat Unde,TRX000210,1,119074,119074
OBT01231,Obat Dignissimos,TRX000211,2,131402,262804
OBT01573,Obat At,TRX000211,1,127526,127526
OBT00925,Obat Sapiente,TRX000211,1,83108,83108
OBT00245,Obat Vel,TRX000211,3,73629,220887
OBT01244,Obat Hic,TRX000211,3,47314,141942
OBT01089,Obat Saepe,TRX000212,1,11502,11502
OBT01070,Obat Suscipit,TRX000212,1,28413,28413
OBT00585,Obat Tempora,TRX000212,1,181974,181974
OBT00149,Obat Unde,TRX000212,3,173060,519180
OBT00145,Obat Recusandae,TRX000212,1,173189,173189
OBT01667,Obat Nihil,TRX000213,3,104141,312423
OBT01750,Obat Cumque,TRX000213,2,139286,278572
OBT00411,Obat Autem,TRX000213,3,91357,274071
OBT01067,Obat Animi,TRX000214,3,44054,132162
OBT01318,Obat Error,TRX000214,1,121543,121543
OBT00128,Obat Autem,TRX000214,2,47033,94066
OBT01918,Obat Eos,TRX000214,3,107525,322575
OBT01583,Obat Eaque,TRX000214,1,91145,91145
OBT00157,Obat Rerum,TRX000215,1,155944,155944
OBT01714,Obat Quas,TRX000215,3,192603,577809
OBT01675,Obat Architecto,TRX000215,2,17109,34218
OBT00381,Obat Eaque,TRX000215,2,114161,228322
OBT01106,Obat Vero,TRX000216,2,141774,283548
OBT01361,Obat Voluptate,TRX000216,2,163065,326130
OBT00821,Obat Sit,TRX000216,1,140307,140307
OBT01649,Obat Neque,TRX000217,2,84972,169944
OBT00747,Obat Beatae,TRX000217,3,132497,397491
OBT00114,Obat Suscipit,TRX000217,3,88147,264441
OBT01864,Obat Totam,TRX000218,3,13443,40329
OBT01084,Obat Quidem,TRX000218,2,77712,155424
OBT01056,Obat Deserunt,TRX000218,3,129578,388734
OBT01749,Obat Ab,TRX000218,1,126963,126963
OBT00335,Obat Similique,TRX000218,1,171894,171894
OBT00752,Obat Rem,TRX000219,2,151020,302040
OBT00125,Obat Quod,TRX000219,1,193058,193058
OBT01661,Obat Explicabo,TRX000219,1,36062,36062
OBT01775,Obat Nesciunt,TRX000220,2,148301,296602
OBT00393,Obat Veniam,TRX000221,1,108329,108329
OBT00346,Obat Ipsum,TRX000221,3,47874,143622
OBT00441,Obat Dignissimos,TRX000221,3,47713,143139
OBT01445,Obat Iusto,TRX000222,2,94339,188678
OBT01879,Obat Facilis,TRX000223,2,106301,212602
OBT01824,Obat Vel,TRX000223,2,158879,317758
OBT01269,Obat Quos,TRX000223,2,76568,153136
OBT01629,Obat At,TRX000223,3,73681,221043
OBT01498,Obat Fuga,TRX000223,2,94028,188056
OBT01053,Obat Tempora,TRX000224,3,123587,370761
OBT01909,Obat Sint,TRX000225,2,23344,46688
OBT00252,Obat Minus,TRX000226,2,184376,368752
OBT00651,Obat Similique,TRX000227,3,159937,479811
OBT00740,Obat Quo,TRX000227,1,117884,117884
OBT00799,Obat Magni,TRX000227,1,94475,94475
OBT01887,Obat Nesciunt,TRX000227,3,84860,254580
OBT01321,Obat Velit,TRX000228,1,199810,199810
OBT00216,Obat Dolore,TRX000228,3,142845,428535
OBT00584,Obat Odit,TRX000229,1,185956,185956
OBT01169,Obat Ullam,TRX000229,2,72615,145230
OBT01579,Obat Neque,TRX000229,1,92991,92991
OBT00856,Obat Quasi,TRX000230,2,194150,388300
OBT01175,Obat Suscipit,TRX000230,2,161501,323002
OBT00479,Obat Voluptate,TRX000230,3,29365,88095
OBT01480,Obat Ullam,TRX000230,1,82310,82310
OBT01088,Obat Hic,TRX000230,2,190390,380780
OBT01908,Obat Aperiam,TRX000231,1,142467,142467
OBT01435,Obat Dolore,TRX000231,3,118232,354696
OBT00036,Obat Odio,TRX000232,1,157153,157153
OBT00244,Obat Reprehenderit,TRX000232,3,81072,243216
OBT00560,Obat Laborum,TRX000232,3,32873,98619
OBT00012,Obat Magni,TRX000232,1,132360,132360
OBT00225,Obat Mollitia,TRX000232,1,54950,54950
OBT00509,Obat Nobis,TRX000233,3,82458,247374
OBT00374,Obat Suscipit,TRX000233,2,158531,317062
OBT01734,Obat Sit,TRX000234,3,154781,464343
OBT00660,Obat Magnam,TRX000234,2,9985,19970
OBT01122,Obat Illum,TRX000234,2,27189,54378
OBT00683,Obat Sapiente,TRX000235,2,128008,256016
OBT01373,Obat Cumque,TRX000235,3,196076,588228
OBT01555,Obat Possimus,TRX000235,1,20025,20025
OBT01433,Obat Quisquam,TRX000235,3,12306,36918
OBT00983,Obat Quasi,TRX000236,3,158171,474513
OBT01327,Obat Incidunt,TRX000237,1,55203,55203
OBT00540,Obat Sapiente,TRX000237,3,26834,80502
OBT00636,Obat Cupiditate,TRX000237,1,191933,191933
OBT00603,Obat Sint,TRX000237,3,68381,205143
OBT01703,Obat Sit,TRX000238,3,103111,309333
OBT01034,Obat Molestiae,TRX000238,3,115561,346683
OBT01094,Obat Vel,TRX000239,2,152074,304148
OBT00997,Obat Magni,TRX000239,3,191423,574269
OBT01139,Obat Vero,TRX000239,2,72417,144834
OBT01076,Obat Quas,TRX000239,2,66032,132064
OBT00356,Obat Aliquam,TRX000240,2,152024,304048
OBT01192,Obat Odit,TRX000240,3,111822,335466
OBT00785,Obat Libero,TRX000241,3,197034,591102
OBT01059,Obat Quisquam,TRX000241,1,39815,39815
OBT00361,Obat Eum,TRX000241,3,193681,581043
OBT00200,Obat Quaerat,TRX000241,3,188831,566493
OBT01770,Obat Quo,TRX000242,3,99134,297402
OBT01853,Obat Doloribus,TRX000242,1,114876,114876
OBT01979,Obat Incidunt,TRX000242,1,197215,197215
OBT01260,Obat Nobis,TRX000242,3,165024,495072
OBT01054,Obat Laboriosam,TRX000243,3,93558,280674
OBT01570,Obat Explicabo,TRX000243,2,129708,259416
OBT01220,Obat Accusamus,TRX000243,2,150529,301058
OBT00926,Obat Error,TRX000244,3,155060,465180
OBT00771,Obat Explicabo,TRX000244,2,137987,275974
OBT00518,Obat Ab,TRX000244,1,116388,116388
OBT00664,Obat Eligendi,TRX000245,1,150032,150032
OBT00216,Obat Dolore,TRX000245,2,142845,285690
OBT01994,Obat Ut,TRX000246,2,169648,339296
OBT00721,Obat Quae,TRX000246,2,31451,62902
OBT01275,Obat Eos,TRX000247,3,125533,376599
OBT00192,Obat Cupiditate,TRX000248,3,174635,523905
OBT00600,Obat Doloribus,TRX000248,3,175032,525096
OBT01831,Obat Aperiam,TRX000248,3,87070,261210
OBT00915,Obat Temporibus,TRX000248,1,102774,102774
OBT01746,Obat Architecto,TRX000248,1,65339,65339
OBT01715,Obat Nulla,TRX000249,3,134706,404118
OBT00768,Obat Doloribus,TRX000249,2,31704,63408
OBT00083,Obat A,TRX000249,3,14125,42375
OBT01349,Obat At,TRX000249,2,77704,155408
OBT00516,Obat Saepe,TRX000249,3,33215,99645
OBT00993,Obat Eveniet,TRX000250,1,42839,42839
OBT01759,Obat Debitis,TRX000250,1,135427,135427
OBT01449,Obat Dolore,TRX000250,3,67060,201180
OBT01863,Obat Molestiae,TRX000250,3,153787,461361
OBT01910,Obat Molestias,TRX000251,2,124187,248374
OBT01600,Obat Facilis,TRX000251,3,197567,592701
OBT01259,Obat Quis,TRX000251,3,60273,180819
OBT00167,Obat Accusantium,TRX000251,2,184766,369532
OBT01154,Obat Corrupti,TRX000252,2,49352,98704
OBT01813,Obat Enim,TRX000253,2,176466,352932
OBT00238,Obat Iste,TRX000253,2,54640,109280
OBT00216,Obat Dolore,TRX000253,1,142845,142845
OBT00720,Obat Expedita,TRX000253,1,134023,134023
OBT00546,Obat Dolor,TRX000253,3,194817,584451
OBT00694,Obat Iusto,TRX000254,3,177217,531651
OBT01592,Obat Perspiciatis,TRX000254,2,63464,126928
OBT00810,Obat Odit,TRX000254,2,179324,358648
OBT00748,Obat Omnis,TRX000254,2,72586,145172
OBT01644,Obat Accusantium,TRX000255,1,104332,104332
OBT01869,Obat Ex,TRX000255,2,170108,340216
OBT00992,Obat Quod,TRX000256,1,47688,47688
OBT01282,Obat Repellat,TRX000256,1,5536,5536
OBT01400,Obat Doloremque,TRX000257,1,134911,134911
OBT00606,Obat Vel,TRX000257,2,146186,292372
OBT00455,Obat Illo,TRX000257,2,163207,326414
OBT00566,Obat Ex,TRX000258,1,35586,35586
OBT01318,Obat Error,TRX000258,1,121543,121543
OBT01409,Obat Provident,TRX000258,1,144568,144568
OBT01516,Obat Nemo,TRX000259,2,38025,76050
OBT01076,Obat Quas,TRX000259,2,66032,132064
OBT00070,Obat Perferendis,TRX000259,1,129480,129480
OBT00859,Obat Eaque,TRX000260,2,95218,190436
OBT01571,Obat Vitae,TRX000261,1,187132,187132
OBT01577,Obat Ipsa,TRX000261,1,156626,156626
OBT00103,Obat Sit,TRX000261,2,7062,14124
OBT00566,Obat Ex,TRX000261,3,35586,106758
OBT00736,Obat Excepturi,TRX000261,1,136983,136983
OBT01340,Obat Quia,TRX000262,2,189561,379122
OBT01942,Obat Rerum,TRX000262,1,136720,136720
OBT00268,Obat Itaque,TRX000262,2,197965,395930
OBT01329,Obat Rem,TRX000262,1,165810,165810
OBT00983,Obat Quasi,TRX000263,3,158171,474513
OBT01041,Obat Ipsa,TRX000264,1,133134,133134
OBT01453,Obat Fugiat,TRX000264,2,119957,239914
OBT01076,Obat Quas,TRX000265,1,66032,66032
OBT00842,Obat Sapiente,TRX000265,2,44571,89142
OBT01861,Obat Fuga,TRX000265,1,158866,158866
OBT00913,Obat Quia,TRX000265,3,196885,590655
OBT01622,Obat Officia,TRX000265,3,16509,49527
OBT00409,Obat Deserunt,TRX000266,1,177492,177492
OBT00832,Obat Non,TRX000267,1,93684,93684
OBT01317,Obat Aperiam,TRX000267,3,55591,166773
OBT00765,Obat Error,TRX000267,2,32758,65516
OBT00790,Obat Facere,TRX000268,3,92715,278145
OBT00009,Obat Exercitationem,TRX000268,1,173897,173897
OBT00586,Obat Est,TRX000268,3,108546,325638
OBT01062,Obat Non,TRX000268,1,171844,171844
OBT01355,Obat Ipsam,TRX000269,2,55795,111590
OBT01899,Obat Dignissimos,TRX000269,3,53940,161820
OBT01059,Obat Quisquam,TRX000269,2,39815,79630
OBT00552,Obat Dolorem,TRX000269,2,94478,188956
OBT00684,Obat Minima,TRX000270,3,95137,285411
OBT00760,Obat Nostrum,TRX000270,3,190179,570537
OBT00732,Obat Aperiam,TRX000270,1,98596,98596
OBT00678,Obat Ipsa,TRX000270,3,10454,31362
OBT00060,Obat Vel,TRX000271,3,159528,478584
OBT01095,Obat Soluta,TRX000271,2,174124,348248
OBT01260,Obat Nobis,TRX000272,3,165024,495072
OBT01235,Obat Fuga,TRX000272,2,183257,366514
OBT01701,Obat Debitis,TRX000273,1,174101,174101
OBT01713,Obat Quis,TRX000273,2,131693,263386
OBT01535,Obat Labore,TRX000273,3,139512,418536
OBT01545,Obat Sit,TRX000273,2,163159,326318
OBT00818,Obat Repudiandae,TRX000273,2,113372,226744
OBT01401,Obat Quas,TRX000274,2,99757,199514
OBT00168,Obat Dolore,TRX000274,1,112561,112561
OBT01748,Obat Corporis,TRX000275,3,15785,47355
OBT01250,Obat Aut,TRX000275,3,28518,85554
OBT00343,Obat Pariatur,TRX000275,2,14401,28802
OBT01035,Obat Incidunt,TRX000275,1,17753,17753
OBT01703,Obat Sit,TRX000276,1,103111,103111
OBT01255,Obat Dolor,TRX000276,1,195073,195073
OBT00419,Obat Tempora,TRX000276,1,154201,154201
OBT01779,Obat Delectus,TRX000277,3,64701,194103
OBT00410,Obat Officiis,TRX000277,3,6521,19563
OBT01752,Obat Aliquam,TRX000277,1,93178,93178
OBT00848,Obat Veniam,TRX000278,3,141256,423768
OBT01928,Obat Beatae,TRX000279,3,59127,177381
OBT01921,Obat Similique,TRX000280,2,38852,77704
OBT00680,Obat Voluptates,TRX000280,2,80500,161000
OBT00878,Obat Laboriosam,TRX000280,2,111038,222076
OBT00569,Obat Excepturi,TRX000280,2,176914,353828
OBT00176,Obat Reprehenderit,TRX000280,3,185215,555645
OBT01839,Obat Quisquam,TRX000281,1,151393,151393
OBT00417,Obat Qui,TRX000281,1,196770,196770
OBT01669,Obat Quos,TRX000281,3,103108,309324
OBT01606,Obat Voluptates,TRX000282,3,53298,159894
OBT01869,Obat Ex,TRX000282,2,170108,340216
OBT00636,Obat Cupiditate,TRX000282,1,191933,191933
OBT00183,Obat Vero,TRX000282,1,101364,101364
OBT00236,Obat Error,TRX000283,1,195502,195502
OBT00598,Obat Pariatur,TRX000283,2,59848,119696
OBT00915,Obat Temporibus,TRX000283,1,102774,102774
OBT01807,Obat Dicta,TRX000283,1,110856,110856
OBT01311,Obat Assumenda,TRX000283,2,51448,102896
OBT00361,Obat Eum,TRX000284,3,193681,581043
OBT01727,Obat Quisquam,TRX000284,3,123510,370530
OBT00249,Obat Explicabo,TRX000284,3,70095,210285
OBT01566,Obat Mollitia,TRX000285,3,22931,68793
OBT00284,Obat Voluptatibus,TRX000286,3,16930,50790
OBT00500,Obat Eos,TRX000287,3,130202,390606
OBT00326,Obat Totam,TRX000287,2,87053,174106
OBT01114,Obat Sint,TRX000287,1,52118,52118
OBT01446,Obat Cupiditate,TRX000287,1,19269,19269
OBT00845,Obat Occaecati,TRX000287,3,170572,511716
OBT00623,Obat Facere,TRX000288,2,10145,20290
OBT01781,Obat Aliquam,TRX000288,3,36087,108261
OBT01479,Obat Similique,TRX000288,2,18684,37368
OBT01731,Obat Cupiditate,TRX000288,3,85215,255645
OBT00150,Obat Temporibus,TRX000288,3,40675,122025
OBT01822,Obat Deleniti,TRX000289,2,66269,132538
OBT00708,Obat Molestiae,TRX000289,1,168012,168012
OBT00791,Obat Omnis,TRX000290,2,41116,82232
OBT01842,Obat Consectetur,TRX000290,3,41424,124272
OBT01719,Obat Natus,TRX000290,1,110105,110105
OBT00948,Obat Amet,TRX000290,3,192262,576786
OBT00383,Obat Iusto,TRX000290,1,69528,69528
OBT00955,Obat Non,TRX000291,3,140384,421152
OBT01276,Obat Debitis,TRX000291,3,162158,486474
OBT00402,Obat Quaerat,TRX000291,1,190521,190521
OBT01187,Obat In,TRX000292,3,149997,449991
OBT01297,Obat Recusandae,TRX000293,3,175156,525468
OBT00992,Obat Quod,TRX000294,2,47688,95376
OBT00685,Obat Quidem,TRX000294,3,119848,359544
OBT01153,Obat Iusto,TRX000295,1,182893,182893
OBT00396,Obat Fugiat,TRX000295,1,32805,32805
OBT00112,Obat Dignissimos,TRX000295,1,120040,120040
OBT01154,Obat Corrupti,TRX000296,3,49352,148056
OBT01023,Obat Animi,TRX000296,3,35865,107595
OBT01499,Obat Facere,TRX000296,1,175635,175635
OBT00896,Obat Odio,TRX000296,2,149647,299294
OBT00352,Obat Deleniti,TRX000296,2,15693,31386
OBT01875,Obat Vel,TRX000297,2,58531,117062
OBT01913,Obat Occaecati,TRX000297,2,140929,281858
OBT00043,Obat Saepe,TRX000297,2,37054,74108
OBT00289,Obat Repudiandae,TRX000298,1,104860,104860
OBT00791,Obat Omnis,TRX000298,1,41116,41116
OBT00505,Obat Ab,TRX000298,3,83750,251250
OBT00421,Obat Qui,TRX000298,2,60408,120816
OBT00256,Obat Vel,TRX000299,1,7705,7705
OBT00042,Obat Fuga,TRX000300,3,162239,486717
OBT01688,Obat Consequuntur,TRX000300,2,138239,276478
OBT00806,Obat Iste,TRX000301,2,192485,384970
OBT00064,Obat Aperiam,TRX000301,3,103226,309678
OBT00335,Obat Similique,TRX000301,1,171894,171894
OBT01839,Obat Quisquam,TRX000301,3,151393,454179
OBT01989,Obat Hic,TRX000302,2,188145,376290
OBT00919,Obat Esse,TRX000302,3,97923,293769
OBT00516,Obat Saepe,TRX000302,2,33215,66430
OBT00517,Obat Magni,TRX000302,3,138864,416592
OBT00850,Obat Amet,TRX000303,2,114918,229836
OBT01471,Obat Doloremque,TRX000303,1,165101,165101
OBT00254,Obat Autem,TRX000304,3,125104,375312
OBT01440,Obat Nostrum,TRX000304,2,70643,141286
OBT01004,Obat Eaque,TRX000304,1,187051,187051
OBT01616,Obat Iste,TRX000304,2,81172,162344
OBT00799,Obat Magni,TRX000305,1,94475,94475
OBT01520,Obat Rerum,TRX000306,2,98163,196326
OBT01251,Obat Cumque,TRX000306,2,108626,217252
OBT00991,Obat Fuga,TRX000306,3,114293,342879
OBT01357,Obat Fugit,TRX000306,1,198675,198675
OBT00240,Obat Eaque,TRX000307,2,52282,104564
OBT01083,Obat Inventore,TRX000307,1,197915,197915
OBT00404,Obat Dicta,TRX000308,1,130791,130791
OBT01375,Obat Rerum,TRX000308,1,55292,55292
OBT01640,Obat Deserunt,TRX000308,3,31526,94578
OBT01538,Obat Maiores,TRX000308,1,86576,86576
