Kode_Item,Nama_Item,Kandungan,Tipe_Golongan_Obat,Kategori_Obat,HNA,Satuan
OBT01232,Obat Corrupti,Cetirizine 882mg,Bebas,Vitamin,76644,botol
OBT01233,Obat Minima,Metformin 386mg,Bebas,Analgesik,161727,botol
OBT01234,Obat Deserunt,Metformin 796mg,Bebas,Antidiabetik,70769,sirup
OBT01235,Obat Fuga,Metformin 221mg,Narkotika,Antidiabetik,183257,botol
OBT01236,Obat Ducimus,Ibuprofen 199mg,Bebas Terbatas,Antibiotik,104654,tablet
OBT01237,Obat Laboriosam,Cetirizine 482mg,Bebas,Antidiabetik,97122,sirup
OBT01238,Obat Voluptatibus,Amoxicillin 671mg,Narkotika,Antibiotik,170729,tablet
OBT01239,Obat Reiciendis,Amoxicillin 873mg,Narkotika,Antihistamin,60772,kapsul
OBT01240,Obat Officia,Ibuprofen 303mg,Keras,Antidiabetik,158395,tablet
OBT01241,Obat Modi,Metformin 621mg,Bebas,Analgesik,138779,tablet
OBT01242,Obat Earum,Cetirizine 612mg,Narkotika,Analgesik,78744,kapsul
OBT01243,Obat Eius,Paracetamol 146mg,Bebas Terbatas,Antidiabetik,16923,kapsul
OBT01244,Obat Hic,Paracetamol 240mg,Narkotika,Antihistamin,47314,tablet
OBT01245,Obat Ex,Amoxicillin 923mg,Narkotika,Vitamin,198772,botol
OBT01246,Obat Dignissimos,Cetirizine 631mg,Keras,Analgesik,145008,botol
OBT01247,Obat Quidem,Cetirizine 252mg,Bebas,Antihistamin,152608,botol
OBT01248,Obat Debitis,Metformin 627mg,Narkotika,Antidiabetik,23333,sirup
OBT01249,Obat Recusandae,Ibuprofen 435mg,Bebas Terbatas,Antihistamin,83810,sirup
OBT01250,Obat Aut,Metformin 426mg,Keras,Vitamin,28518,kapsul
OBT01251,Obat Cumque,Ibuprofen 502mg,Narkotika,Vitamin,108626,botol
OBT01252,Obat Dolorem,Metformin 857mg,Bebas Terbatas,Vitamin,188089,kapsul
OBT01253,Obat Nesciunt,Amoxicillin 707mg,Bebas,Antibiotik,37237,sirup
OBT01254,Obat Tenetur,Amoxicillin 619mg,Keras,Analgesik,41608,tablet
OBT01255,Obat Dolor,Metformin 645mg,Narkotika,Vitamin,195073,botol
OBT01256,Obat Totam,Cetirizine 825mg,Keras,Antihistamin,150877,kapsul
OBT01257,Obat Accusamus,Metformin 406mg,Bebas Terbatas,Analgesik,78258,kapsul
OBT01258,Obat Fuga,Cetirizine 935mg,Bebas,Vitamin,118236,botol
OBT01259,Obat Quis,Paracetamol 477mg,Bebas,Antihistamin,60273,tablet
OBT01260,Obat Nobis,Amoxicillin 789mg,Bebas,Analgesik,165024,kapsul
OBT01261,Obat At,Paracetamol 526mg,Bebas,Analgesik,137335,botol
OBT01262,Obat Quisquam,Metformin 415mg,Narkotika,Antidiabetik,88441,kapsul
OBT01263,Obat Quo,Paracetamol 711mg,Bebas Terbatas,Antihistamin,183808,tablet
OBT01264,Obat Cumque,Cetirizine 371mg,Keras,Antidiabetik,94819,botol
OBT01265,Obat Minima,Metformin 691mg,Narkotika,Vitamin,171505,botol
OBT01266,Obat Nisi,Ibuprofen 838mg,Keras,Analgesik,73514,sirup
OBT01267,Obat Aperiam,Paracetamol 697mg,Bebas,Antihistamin,190533,botol
OBT01268,Obat Fugit,Cetirizine 274mg,Bebas Terbatas,Antihistamin,123677,botol
OBT01269,Obat Quos,Metformin 744mg,Narkotika,Antibiotik,76568,kapsul
OBT01270,Obat Provident,Metformin 893mg,Keras,Vitamin,69468,tablet
OBT01271,Obat Eos,Cetirizine 251mg,Keras,Analgesik,178611,sirup
OBT01272,Obat Accusamus,Ibuprofen 132mg,Narkotika,Vitamin,89315,botol
OBT01273,Obat Reprehenderit,Metformin 817mg,Keras,Antibiotik,94556,kapsul
OBT01274,Obat Iure,Paracetamol 295mg,Keras,Antibiotik,60213,sirup
OBT01275,Obat Eos,Paracetamol 551mg,Narkotika,Antihistamin,125533,tablet
OBT01276,Obat Debitis,Amoxicillin 528mg,Bebas Terbatas,Antibiotik,162158,tablet
OBT01277,Obat Omnis,Ibuprofen 522mg,Narkotika,Vitamin,91103,tablet
OBT01278,Obat Enim,Ibuprofen 520mg,Narkotika,Analgesik,9161,sirup
OBT01279,Obat Non,Metformin 893mg,Bebas Terbatas,Antidiabetik,186363,sirup
OBT01280,Obat Iste,Metformin 582mg,Keras,Vitamin,40055,tablet
OBT01281,Obat Unde,Paracetamol 822mg,Narkotika,Antibiotik,174461,kapsul
OBT01282,Obat Repellat,Ibuprofen 631mg,Keras,Antibiotik,5536,sirup
OBT01283,Obat Fuga,Ibuprofen 674mg,Keras,Antihistamin,164589,kapsul
OBT01284,Obat Tempora,Amoxicillin 778mg,Keras,Antihistamin,129919,tablet
OBT01285,Obat Natus,Cetirizine 638mg,Narkotika,Antihistamin,6121,tablet
OBT01286,Obat Dolorem,Cetirizine 421mg,Bebas Terbatas,Vitamin,7510,kapsul
OBT01287,Obat Officia,Ibuprofen 570mg,Bebas,Antidiabetik,181345,tablet
OBT01288,Obat Consequuntur,Metformin 450mg,Bebas Terbatas,Antihistamin,50491,sirup
OBT01289,Obat Temporibus,Metformin 462mg,Narkotika,Analgesik,113308,kapsul
OBT01290,Obat Soluta,Amoxicillin 724mg,Bebas Terbatas,Analgesik,150697,kapsul
OBT01291,Obat Aperiam,Cetirizine 296mg,Bebas,Antihistamin,187580,tablet
OBT01292,Obat Corporis,Ibuprofen 385mg,Bebas Terbatas,Antihistamin,189365,kapsul
OBT01293,Obat Nobis,Metformin 405mg,Narkotika,Antidiabetik,133182,sirup
OBT01294,Obat Distinctio,Ibuprofen 404mg,Keras,Antidiabetik,107967,tablet
OBT01295,Obat Vel,Amoxicillin 821mg,Bebas,Vitamin,146067,tablet
OBT01296,Obat Accusamus,Ibuprofen 806mg,Bebas Terbatas,Vitamin,26272,botol
OBT01297,Obat Recusandae,Cetirizine 424mg,Narkotika,Analgesik,175156,tablet
OBT01298,Obat Dolor,Cetirizine 457mg,Bebas,Antidiabetik,175725,tablet
OBT01299,Obat Officiis,Metformin 914mg,Bebas,Vitamin,25322,sirup
OBT01300,Obat Consequatur,Amoxicillin 394mg,Bebas Terbatas,Vitamin,146203,tablet
OBT01301,Obat Minima,Paracetamol 687mg,Narkotika,Antihistamin,13112,sirup
OBT01302,Obat Consequatur,Metformin 488mg,Narkotika,Antidiabetik,181059,tablet
OBT01303,Obat Exercitationem,Cetirizine 938mg,Bebas,Vitamin,121700,sirup
OBT01304,Obat Ipsam,Amoxicillin 891mg,Bebas,Antihistamin,181225,sirup
OBT01305,Obat Nulla,Ibuprofen 397mg,Keras,Analgesik,37352,botol
OBT01306,Obat Nobis,Paracetamol 394mg,Bebas Terbatas,Antibiotik,97535,kapsul
OBT01307,Obat Autem,Paracetamol 454mg,Keras,Antidiabetik,103664,sirup
OBT01308,Obat Quam,Cetirizine 771mg,Bebas,Analgesik,162630,botol
OBT01309,Obat Cumque,Amoxicillin 865mg,Bebas,Analgesik,98838,sirup
OBT01310,Obat Ut,Cetirizine 319mg,Narkotika,Antidiabetik,106384,kapsul
OBT01311,Obat Assumenda,Ibuprofen 947mg,Narkotika,Antibiotik,51448,tablet
OBT01312,Obat Suscipit,Metformin 377mg,Keras,Antihistamin,187722,sirup
OBT01313,Obat Reiciendis,Metformin 812mg,Bebas,Analgesik,7210,botol
OBT01314,Obat Est,Amoxicillin 240mg,Bebas Terbatas,Analgesik,37706,tablet
OBT01315,Obat Voluptatum,Paracetamol 730mg,Narkotika,Antibiotik,126292,kapsul
OBT01316,Obat Incidunt,Metformin 345mg,Narkotika,Antihistamin,102119,tablet
OBT01317,Obat Aperiam,Ibuprofen 151mg,Bebas,Analgesik,55591,botol
OBT01318,Obat Error,Metformin 331mg,Bebas Terbatas,Antibiotik,121543,botol
OBT01319,Obat Sequi,Ibuprofen 153mg,Keras,Antidiabetik,7454,tablet
OBT01320,Obat Excepturi,Paracetamol 523mg,Bebas Terbatas,Antibiotik,63070,sirup
OBT01321,Obat Velit,Amoxicillin 834mg,Bebas,Antibiotik,199810,kapsul
OBT01322,Obat Soluta,Cetirizine 202mg,Bebas Terbatas,Vitamin,10185,kapsul
OBT01323,Obat Dolorem,Ibuprofen 105mg,Bebas Terbatas,Analgesik,78697,botol
OBT01324,Obat Quas,Metformin 261mg,Bebas,Antihistamin,183403,tablet
OBT01325,Obat Dignissimos,Cetirizine 768mg,Keras,Antidiabetik,190911,tablet
OBT01326,Obat Dignissimos,Cetirizine 588mg,Bebas Terbatas,Vitamin,98800,kapsul
OBT01327,Obat Incidunt,Ibuprofen 874mg,Bebas,Antibiotik,55203,kapsul
OBT01328,Obat Corrupti,Amoxicillin 428mg,Bebas Terbatas,Antidiabetik,28584,kapsul
OBT01329,Obat Rem,Amoxicillin 761mg,Bebas,Antihistamin,165810,kapsul
OBT01330,Obat Possimus,Paracetamol 887mg,Keras,Antidiabetik,168902,sirup
OBT01331,Obat Laborum,Paracetamol 767mg,Narkotika,Antidiabetik,84476,botol
OBT01332,Obat Soluta,Metformin 337mg,Keras,Analgesik,193169,kapsul
OBT01333,Obat Iusto,Metformin 856mg,Narkotika,Antihistamin,62972,sirup
OBT01334,Obat Itaque,Paracetamol 279mg,Narkotika,Antibiotik,66409,sirup
OBT01335,Obat Excepturi,Cetirizine 957mg,Bebas Terbatas,Analgesik,134448,sirup
OBT01336,Obat Voluptatum,Ibuprofen 137mg,Bebas,Analgesik,100158,botol
OBT01337,Obat Et,Cetirizine 906mg,Bebas,Antibiotik,14645,tablet
OBT01338,Obat Hic,Cetirizine 290mg,Bebas,Vitamin,78598,botol
OBT01339,Obat Magni,Amoxicillin 997mg,Keras,Antihistamin,134194,kapsul
OBT01340,Obat Quia,Paracetamol 109mg,Keras,Antidiabetik,189561,kapsul
OBT01341,Obat Corporis,Amoxicillin 681mg,Keras,Vitamin,190327,tablet
OBT01342,Obat Illum,Metformin 209mg,Keras,Antihistamin,163866,kapsul
OBT01343,Obat Similique,Amoxicillin 391mg,Bebas Terbatas,Antihistamin,59810,botol
OBT01344,Obat Quisquam,Cetirizine 756mg,Bebas Terbatas,Antidiabetik,6870,tablet
OBT01345,Obat Accusamus,Metformin 636mg,Narkotika,Vitamin,56402,tablet
OBT01346,Obat Temporibus,Cetirizine 237mg,Narkotika,Vitamin,172362,kapsul
OBT01347,Obat Quidem,Metformin 579mg,Bebas,Vitamin,108831,sirup
OBT01348,Obat Quidem,Amoxicillin 297mg,Keras,Antidiabetik,34083,tablet
OBT01349,Obat At,Paracetamol 438mg,Bebas Terbatas,Antidiabetik,77704,botol
OBT01350,Obat Vel,Ibuprofen 848mg,Narkotika,Antihistamin,154186,tablet
OBT01351,Obat Quia,Cetirizine 763mg,Bebas,Vitamin,136157,botol
OBT01352,Obat Magni,Amoxicillin 835mg,Bebas,Antibiotik,134502,sirup
OBT01353,Obat Modi,Ibuprofen 114mg,Keras,Antihistamin,49689,kapsul
OBT01354,Obat Saepe,Amoxicillin 909mg,Keras,Antibiotik,149647,sirup
OBT01355,Obat Ipsam,Amoxicillin 681mg,Bebas,Antihistamin,55795,kapsul
OBT01356,Obat Blanditiis,Ibuprofen 279mg,Keras,Antibiotik,177972,tablet
OBT01357,Obat Fugit,Metformin 976mg,Keras,Antidiabetik,198675,sirup
OBT01358,Obat Vero,Cetirizine 946mg,Narkotika,Antihistamin,153296,sirup
OBT01359,Obat Illum,Cetirizine 627mg,Narkotika,Antihistamin,181206,sirup
OBT01360,Obat Debitis,Amoxicillin 188mg,Narkotika,Analgesik,183882,tablet
OBT01361,Obat Voluptate,Cetirizine 785mg,Bebas Terbatas,Antibiotik,163065,tablet
OBT01362,Obat Recusandae,Paracetamol 289mg,Keras,Antihistamin,153148,kapsul
OBT01363,Obat Libero,Ibuprofen 588mg,Narkotika,Antihistamin,51013,botol
OBT01364,Obat Magnam,Amoxicillin 354mg,Narkotika,Antidiabetik,22133,sirup
OBT01365,Obat Nulla,Paracetamol 367mg,Bebas,Antibiotik,159183,botol
OBT01366,Obat Quam,Cetirizine 341mg,Narkotika,Vitamin,38619,sirup
OBT01367,Obat Maiores,Cetirizine 871mg,Bebas,Antibiotik,22052,botol
OBT01368,Obat Error,Amoxicillin 437mg,Keras,Vitamin,38405,kapsul
OBT01369,Obat Unde,Amoxicillin 696mg,Bebas,Antihistamin,73058,tablet
OBT01370,Obat Alias,Metformin 111mg,Narkotika,Antibiotik,154396,botol
OBT01371,Obat Nostrum,Amoxicillin 769mg,Bebas Terbatas,Antibiotik,64759,tablet
OBT01372,Obat Blanditiis,Amoxicillin 809mg,Bebas Terbatas,Antibiotik,142122,sirup
OBT01373,Obat Cumque,Ibuprofen 163mg,Keras,Antibiotik,196076,sirup
OBT01374,Obat Numquam,Paracetamol 576mg,Narkotika,Antibiotik,76913,botol
OBT01375,Obat Rerum,Amoxicillin 263mg,Keras,Analgesik,55292,botol
OBT01376,Obat Dolor,Cetirizine 802mg,Bebas,Analgesik,182728,kapsul
OBT01377,Obat Alias,Metformin 820mg,Keras,Antihistamin,11060,botol
OBT01378,Obat Numquam,Amoxicillin 806mg,Bebas Terbatas,Vitamin,186662,sirup
OBT01379,Obat Assumenda,Paracetamol 754mg,Keras,Antibiotik,182664,sirup
OBT01380,Obat Dolor,Amoxicillin 476mg,Bebas,Antidiabetik,144707,sirup
OBT01381,Obat Adipisci,Metformin 326mg,Narkotika,Antihistamin,166076,tablet
OBT01382,Obat Soluta,Ibuprofen 236mg,Keras,Antihistamin,71301,botol
OBT01383,Obat Deleniti,Cetirizine 256mg,Bebas,Antibiotik,183436,botol
OBT01384,Obat Veniam,Cetirizine 865mg,Bebas Terbatas,Antibiotik,151831,sirup
OBT01385,Obat Sunt,Metformin 482mg,Narkotika,Vitamin,123994,tablet
OBT01386,Obat Occaecati,Cetirizine 818mg,Keras,Analgesik,5512,tablet
OBT01387,Obat Enim,Metformin 582mg,Keras,Antihistamin,116965,kapsul
OBT01388,Obat Nisi,Metformin 921mg,Bebas Terbatas,Antihistamin,173025,tablet
OBT01389,Obat Similique,Ibuprofen 880mg,Keras,Antibiotik,181449,kapsul
OBT01390,Obat Maiores,Ibuprofen 796mg,Bebas Terbatas,Antihistamin,175401,tablet
OBT01391,Obat Aperiam,Metformin 994mg,Bebas Terbatas,Antidiabetik,18595,sirup
OBT01392,Obat Quidem,Paracetamol 638mg,Narkotika,Vitamin,89672,botol
OBT01393,Obat Dignissimos,Cetirizine 640mg,Bebas Terbatas,Antibiotik,118389,kapsul
OBT01394,Obat Velit,Amoxicillin 179mg,Bebas Terbatas,Vitamin,111660,botol
OBT01395,Obat Quam,Metformin 214mg,Bebas Terbatas,Antihistamin,76836,tablet
OBT01396,Obat Hic,Paracetamol 948mg,Keras,Analgesik,36907,kapsul
OBT01397,Obat Laboriosam,Metformin 617mg,Bebas Terbatas,Analgesik,183303,botol
OBT01398,Obat Necessitatibus,Ibuprofen 686mg,Bebas Terbatas,Antidiabetik,140867,botol
OBT01399,Obat Repudiandae,Metformin 253mg,Bebas Terbatas,Antidiabetik,127312,tablet
OBT01400,Obat Doloremque,Ibuprofen 435mg,Bebas Terbatas,Antibiotik,134911,sirup
OBT01401,Obat Quas,Metformin 552mg,Keras,Antidiabetik,99757,botol
OBT01402,Obat Amet,Paracetamol 796mg,Bebas Terbatas,Antihistamin,140595,botol
OBT01403,Obat Laboriosam,Ibuprofen 834mg,Bebas,Antibiotik,16394,botol
OBT01404,Obat Saepe,Metformin 600mg,Bebas,Analgesik,194063,tablet
OBT01405,Obat Commodi,Paracetamol 622mg,Bebas,Vitamin,63863,tablet
OBT01406,Obat Voluptas,Cetirizine 928mg,Narkotika,Vitamin,17311,kapsul
OBT01407,Obat Vitae,Paracetamol 564mg,Bebas,Antihistamin,77858,tablet
OBT01408,Obat Qui,Ibuprofen 625mg,Bebas,Antihistamin,115116,botol
OBT01409,Obat Provident,Cetirizine 567mg,Narkotika,Antidiabetik,144568,botol
OBT01410,Obat Deserunt,Metformin 159mg,Keras,Antihistamin,122666,kapsul
OBT01411,Obat Soluta,Metformin 573mg,Keras,Vitamin,87900,botol
OBT01412,Obat Repellat,Amoxicillin 840mg,Narkotika,Antibiotik,6352,sirup
OBT01413,Obat Odit,Paracetamol 505mg,Keras,Vitamin,107723,tablet
OBT01414,Obat Expedita,Amoxicillin 936mg,Narkotika,Antidiabetik,56015,sirup
OBT01415,Obat Aliquid,Paracetamol 863mg,Bebas Terbatas,Antihistamin,92741,sirup
OBT01416,Obat Aspernatur,Ibuprofen 692mg,Keras,Analgesik,26445,botol
OBT01417,Obat Quia,Paracetamol 146mg,Narkotika,Antidiabetik,154899,kapsul
OBT01418,Obat Illum,Cetirizine 452mg,Bebas Terbatas,Analgesik,11651,botol
OBT01419,Obat Doloribus,Paracetamol 654mg,Bebas Terbatas,Antibiotik,198316,tablet
OBT01420,Obat Recusandae,Paracetamol 170mg,Bebas,Vitamin,64147,sirup
OBT01421,Obat Laboriosam,Cetirizine 132mg,Narkotika,Analgesik,185761,botol
OBT01422,Obat Atque,Amoxicillin 518mg,Narkotika,Antihistamin,116101,tablet
OBT01423,Obat Doloremque,Ibuprofen 887mg,Bebas,Analgesik,24514,kapsul
OBT01424,Obat Pariatur,Ibuprofen 884mg,Keras,Antidiabetik,70531,botol
OBT01425,Obat Quaerat,Cetirizine 483mg,Narkotika,Vitamin,56610,kapsul
OBT01426,Obat Aut,Cetirizine 559mg,Bebas Terbatas,Antibiotik,48117,kapsul
OBT01427,Obat Harum,Cetirizine 484mg,Narkotika,Antidiabetik,91304,sirup
OBT01428,Obat Facere,Paracetamol 799mg,Bebas,Antihistamin,86475,tablet
OBT01429,Obat Nemo,Metformin 236mg,Narkotika,Analgesik,21474,botol
OBT01430,Obat Et,Amoxicillin 221mg,Keras,Antihistamin,169100,tablet
OBT01431,Obat Ipsam,Ibuprofen 650mg,Bebas,Analgesik,168917,sirup
OBT01432,Obat Pariatur,Cetirizine 641mg,Bebas,Vitamin,30356,botol
OBT01433,Obat Quisquam,Ibuprofen 845mg,Bebas Terbatas,Antibiotik,12306,botol
OBT01434,Obat Quasi,Ibuprofen 954mg,Narkotika,Vitamin,130820,kapsul
OBT01435,Obat Dolore,Paracetamol 874mg,Bebas,Vitamin,118232,tablet
OBT01436,Obat Perspiciatis,Paracetamol 405mg,Keras,Antibiotik,11297,kapsul
OBT01437,Obat Maiores,Cetirizine 789mg,Keras,Antihistamin,160328,tablet
OBT01438,Obat Sit,Metformin 534mg,Keras,Antibiotik,169180,botol
OBT01439,Obat Facere,Metformin 488mg,Bebas Terbatas,Analgesik,92635,sirup
OBT01440,Obat Nostrum,Ibuprofen 353mg,Keras,Analgesik,70643,sirup
OBT01441,Obat Aliquam,Cetirizine 454mg,Bebas Terbatas,Vitamin,69789,kapsul
OBT01442,Obat Minima,Ibuprofen 382mg,Keras,Antidiabetik,33269,tablet
OBT01443,Obat Occaecati,Ibuprofen 996mg,Narkotika,Analgesik,129145,kapsul
OBT01444,Obat Quae,Paracetamol 132mg,Keras,Vitamin,67484,tablet
OBT01445,Obat Iusto,Cetirizine 729mg,Keras,Antidiabetik,94339,sirup
OBT01446,Obat Cupiditate,Paracetamol 346mg,Bebas Terbatas,Antibiotik,19269,botol
OBT01447,Obat Dicta,Ibuprofen 168mg,Narkotika,Antidiabetik,92448,tablet
OBT01448,Obat Sunt,Paracetamol 708mg,Narkotika,Antihistamin,141229,sirup
OBT01449,Obat Dolore,Paracetamol 557mg,Bebas Terbatas,Vitamin,67060,botol
OBT01450,Obat Eveniet,Metformin 788mg,Narkotika,Vitamin,24113,botol
OBT01451,Obat Deserunt,Paracetamol 350mg,Keras,Vitamin,162277,kapsul
OBT01452,Obat Quia,Paracetamol 511mg,Keras,Analgesik,167415,sirup
OBT01453,Obat Fugiat,Cetirizine 339mg,Narkotika,Antihistamin,119957,kapsul
OBT01454,Obat Adipisci,Metformin 322mg,Keras,Antidiabetik,30079,tablet
OBT01455,Obat Sit,Paracetamol 243mg,Narkotika,Antibiotik,168931,tablet
OBT01456,Obat Ratione,Metformin 396mg,Bebas Terbatas,Antidiabetik,122035,botol
OBT01457,Obat Necessitatibus,Ibuprofen 935mg,Bebas Terbatas,Antihistamin,156764,sirup
OBT01458,Obat Nemo,Metformin 426mg,Bebas Terbatas,Antidiabetik,37722,sirup
OBT01459,Obat Distinctio,Metformin 712mg,Bebas,Antihistamin,27422,kapsul
OBT01460,Obat Sed,Amoxicillin 342mg,Keras,Analgesik,20908,kapsul
OBT01461,Obat Veritatis,Amoxicillin 997mg,Bebas Terbatas,Antihistamin,13740,sirup
OBT01462,Obat Vero,Ibuprofen 776mg,Narkotika,Antihistamin,103931,botol
OBT01463,Obat Itaque,Metformin 326mg,Narkotika,Antihistamin,87124,botol
OBT01464,Obat Tenetur,Cetirizine 407mg,Bebas Terbatas,Antihistamin,186761,botol
OBT01465,Obat Deserunt,Amoxicillin 162mg,Bebas Terbatas,Antidiabetik,22046,kapsul
OBT01466,Obat Hic,Metformin 705mg,Bebas Terbatas,Vitamin,38432,botol
OBT01467,Obat Sunt,Ibuprofen 741mg,Narkotika,Analgesik,21253,sirup
OBT01468,Obat Modi,Cetirizine 669mg,Bebas,Antibiotik,120846,botol
OBT01469,Obat Officia,Cetirizine 148mg,Bebas Terbatas,Antidiabetik,19362,tablet
OBT01470,Obat Eum,Amoxicillin 758mg,Narkotika,Antidiabetik,84028,kapsul
OBT01471,Obat Doloremque,Cetirizine 904mg,Narkotika,Antidiabetik,165101,tablet
OBT01472,Obat Quaerat,Metformin 426mg,Bebas Terbatas,Antihistamin,169150,kapsul
OBT01473,Obat Dolore,Cetirizine 518mg,Keras,Antibiotik,118204,sirup
OBT01474,Obat Iusto,Ibuprofen 407mg,Narkotika,Antidiabetik,22246,sirup
OBT01475,Obat Quas,Cetirizine 288mg,Keras,Antidiabetik,31693,tablet
OBT01476,Obat Nesciunt,Metformin 584mg,Keras,Antibiotik,182619,kapsul
OBT01477,Obat Eius,Ibuprofen 969mg,Bebas,Vitamin,19625,botol
OBT01478,Obat Ipsam,Ibuprofen 407mg,Narkotika,Vitamin,151606,kapsul
OBT01479,Obat Similique,Ibuprofen 925mg,Bebas,Analgesik,18684,botol
OBT01480,Obat Ullam,Cetirizine 159mg,Bebas Terbatas,Antibiotik,82310,sirup
OBT01481,Obat Enim,Metformin 522mg,Bebas,Antibiotik,104996,tablet
OBT01482,Obat Molestias,Cetirizine 670mg,Bebas Terbatas,Antihistamin,110298,botol
OBT01483,Obat Magnam,Metformin 237mg,Keras,Antidiabetik,30121,sirup
OBT01484,Obat Fugit,Cetirizine 348mg,Narkotika,Vitamin,166822,tablet
OBT01485,Obat Rerum,Amoxicillin 308mg,Bebas,Antihistamin,112769,botol
OBT01486,Obat Porro,Amoxicillin 762mg,Narkotika,Analgesik,66108,kapsul
OBT01487,Obat Nesciunt,Paracetamol 560mg,Keras,Vitamin,162175,botol
OBT01488,Obat Reiciendis,Amoxicillin 194mg,Keras,Antidiabetik,177942,tablet
OBT01489,Obat Distinctio,Metformin 841mg,Keras,Analgesik,168579,tablet
OBT01490,Obat Quam,Ibuprofen 152mg,Keras,Analgesik,7780,kapsul
OBT01491,Obat Ab,Amoxicillin 486mg,Keras,Antidiabetik,123859,kapsul
OBT01492,Obat Iusto,Metformin 717mg,Keras,Antihistamin,105642,botol
OBT01493,Obat At,Paracetamol 994mg,Bebas,Antidiabetik,126689,kapsul
OBT01494,Obat Culpa,Paracetamol 292mg,Narkotika,Antibiotik,117225,botol
OBT01495,Obat Dolore,Metformin 841mg,Bebas,Vitamin,167584,kapsul
OBT01496,Obat Dolores,Metformin 322mg,Keras,Antidiabetik,167327,sirup
OBT01497,Obat Delectus,Cetirizine 313mg,Bebas Terbatas,Vitamin,31549,kapsul
OBT01498,Obat Fuga,Amoxicillin 410mg,Bebas Terbatas,Antibiotik,94028,kapsul
OBT01499,Obat Facere,Paracetamol 316mg,Keras,Antibiotik,175635,tablet
OBT01500,Obat Unde,Ibuprofen 859mg,Keras,Antibiotik,182150,sirup
OBT01501,Obat Cum,Paracetamol 864mg,Keras,Antidiabetik,11808,sirup
OBT01502,Obat Officia,Cetirizine 348mg,Narkotika,Antihistamin,124033,tablet
OBT01503,Obat Illum,Metformin 820mg,Narkotika,Vitamin,140584,sirup
OBT01504,Obat Omnis,Ibuprofen 506mg,Bebas,Antidiabetik,91034,sirup
OBT01505,Obat Aliquid,Ibuprofen 665mg,Narkotika,Analgesik,159091,tablet
OBT01506,Obat Eveniet,Amoxicillin 894mg,Keras,Antihistamin,55457,botol
OBT01507,Obat Quo,Amoxicillin 489mg,Narkotika,Vitamin,33313,botol
OBT01508,Obat Adipisci,Cetirizine 646mg,Bebas Terbatas,Antihistamin,31919,botol
OBT01509,Obat Quo,Amoxicillin 415mg,Bebas Terbatas,Antidiabetik,8221,botol
OBT01510,Obat Sit,Amoxicillin 468mg,Keras,Vitamin,161021,sirup
OBT01511,Obat Voluptate,Metformin 609mg,Narkotika,Antidiabetik,191987,sirup
OBT01512,Obat Deleniti,Cetirizine 200mg,Narkotika,Antibiotik,22706,botol
OBT01513,Obat Quo,Cetirizine 879mg,Bebas,Analgesik,160421,sirup
OBT01514,Obat Quae,Amoxicillin 308mg,Bebas,Analgesik,55754,tablet
OBT01515,Obat Quidem,Amoxicillin 420mg,Bebas Terbatas,Antibiotik,155264,kapsul
OBT01516,Obat Nemo,Cetirizine 146mg,Keras,Antihistamin,38025,botol
OBT01517,Obat Blanditiis,Metformin 984mg,Bebas Terbatas,Antihistamin,172081,botol
OBT01518,Obat Corporis,Ibuprofen 859mg,Keras,Antidiabetik,138404,sirup
OBT01519,Obat Temporibus,Ibuprofen 116mg,Keras,Analgesik,72183,kapsul
OBT01520,Obat Rerum,Amoxicillin 666mg,Keras,Antihistamin,98163,kapsul
OBT01521,Obat Nihil,Metformin 693mg,Keras,Antidiabetik,115364,botol
OBT01522,Obat Incidunt,Cetirizine 402mg,Narkotika,Antibiotik,131195,botol
OBT01523,Obat Ea,Ibuprofen 300mg,Keras,Antidiabetik,194955,sirup
OBT01524,Obat Placeat,Amoxicillin 335mg,Narkotika,Antibiotik,167752,botol
OBT01525,Obat Necessitatibus,Cetirizine 683mg,Keras,Analgesik,121555,sirup
OBT01526,Obat Delectus,Ibuprofen 611mg,Narkotika,Analgesik,53738,tablet
OBT01527,Obat Optio,Metformin 770mg,Narkotika,Antihistamin,68740,tablet
OBT01528,Obat Omnis,Amoxicillin 363mg,Bebas Terbatas,Antidiabetik,41090,tablet
OBT01529,Obat Laudantium,Cetirizine 840mg,Bebas Terbatas,Analgesik,16552,tablet
OBT01530,Obat Veniam,Cetirizine 571mg,Bebas,Vitamin,20857,tablet
OBT01531,Obat Quod,Ibuprofen 850mg,Bebas Terbatas,Antihistamin,38470,botol
OBT01532,Obat Exercitationem,Amoxicillin 273mg,Bebas Terbatas,Vitamin,86701,tablet
OBT01533,Obat Totam,Ibuprofen 837mg,Keras,Antidiabetik,158229,botol
OBT01534,Obat Corrupti,Metformin 600mg,Bebas,Vitamin,119254,tablet
OBT01535,Obat Labore,Ibuprofen 655mg,Bebas Terbatas,Antidiabetik,139512,botol
OBT01536,Obat Ratione,Paracetamol 636mg,Bebas Terbatas,Antihistamin,175840,tablet
OBT01537,Obat Modi,Paracetamol 959mg,Narkotika,Antidiabetik,98780,sirup
OBT01538,Obat Maiores,Paracetamol 937mg,Bebas,Analgesik,86576,botol
OBT01539,Obat Reiciendis,Paracetamol 882mg,Bebas,Antihistamin,158004,kapsul
OBT01540,Obat Odit,Paracetamol 522mg,Bebas,Vitamin,146857,kapsul
